id,alert_id,entity_id,investigator,narrative,investigation_depth,sla_hours
case-002202,al-004038,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-002203,al-004040,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-002204,al-004042,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-002205,al-004044,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-002206,al-004046,ent-002,analyst-15,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-002207,al-004048,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-002208,al-004050,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-002209,al-004052,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-002210,al-004054,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-002211,al-004056,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-002212,al-004058,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-002213,al-004060,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-002214,al-004062,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-002215,al-004063,ent-007,analyst-08,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-002216,al-004064,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-002217,al-004066,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-002218,al-004068,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-002219,al-004070,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-002220,al-004072,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-002221,al-004074,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-002222,al-004076,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-002223,al-004078,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-002224,al-004080,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-002225,al-004082,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-002226,al-004084,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-002227,al-004086,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-002228,al-004088,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-002229,al-004090,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-002230,al-004092,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-002231,al-004094,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-002232,al-004095,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-002233,al-004096,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-002234,al-004097,ent-005,analyst-18,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-002235,al-004098,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-002236,al-004100,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-002237,al-004102,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-002238,al-004104,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-002239,al-004106,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-002240,al-004108,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-002241,al-004110,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-002242,al-004112,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-002243,al-004114,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-002244,al-004116,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-002245,al-004118,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-002246,al-004120,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-002247,al-004122,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-002248,al-004124,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-002249,al-004126,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-002250,al-004128,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-002251,al-004130,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-002252,al-004131,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-002253,al-004132,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-002254,al-004134,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-002255,al-004136,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-002256,al-004138,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-002257,al-004140,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-002258,al-004142,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-002259,al-004144,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
